,index,estimator,value,x,se,bias,variance
0,0,SIPS,-8.424901439560584,3,0.021495338130113856,0.2982392735374522,0.7300831457595696
1,0,MSIPS,-17.568604928999186,3,86.30997834236379,89.17600828590355,4.79049933426355
2,0,MIIPS,-9.05078278046826,3,0.5967473294932314,1.8158802639940217,0.46120969014910235
3,0,MRIPS,-10.282600191029488,3,4.017265137206898,8.889813797183793,0.9178885017426687
4,1,SIPS,-9.265724900330937,3,0.9750305375011892,0.2982392735374522,0.7300831457595696
5,1,MSIPS,-18.895345922339626,3,112.72190715665589,89.17600828590355,4.79049933426355
6,1,MIIPS,-9.999540788087495,3,2.9627092523851357,1.8158802639940217,0.46120969014910235
7,1,MRIPS,-11.977548896663464,3,13.684527080726387,8.889813797183793,0.9178885017426687
8,2,SIPS,-7.907715469648102,3,0.13732441105406407,0.2982392735374522,0.7300831457595696
9,2,MSIPS,-17.933621142039463,3,93.22544738023775,89.17600828590355,4.79049933426355
10,2,MIIPS,-9.349528202271545,3,1.147554383427706,1.8158802639940217,0.46120969014910235
11,2,MRIPS,-10.742813985918904,3,6.073885603191837,8.889813797183793,0.9178885017426687
12,3,SIPS,-8.574961348327077,3,0.08801474672732786,0.2982392735374522,0.7300831457595696
13,3,MSIPS,-18.438895510413662,3,103.23793371701903,89.17600828590355,4.79049933426355
14,3,MIIPS,-9.42589351372222,3,1.3169971429349427,1.8158802639940217,0.46120969014910235
15,3,MRIPS,-11.198048769760508,3,8.524999715899122,8.889813797183793,0.9178885017426687
16,4,SIPS,-8.125655656649627,3,0.023296801439235144,0.2982392735374522,0.7300831457595696
17,4,MSIPS,-16.065197489917267,3,60.63595077189776,89.17600828590355,4.79049933426355
18,4,MIIPS,-10.16016876925304,3,3.5414731435046187,1.8158802639940217,0.46120969014910235
19,4,MRIPS,-11.961383608440144,3,13.5651891779743,8.889813797183793,0.9178885017426687
20,5,SIPS,-9.839615490414422,3,2.437741801496945,0.2982392735374522,0.7300831457595696
21,5,MSIPS,-17.54377726255029,3,85.84928100307262,89.17600828590355,4.79049933426355
22,5,MIIPS,-9.90837065967753,3,2.6571676703352014,1.8158802639940217,0.46120969014910235
23,5,MRIPS,-11.252236867320228,3,8.844368568631092,8.889813797183793,0.9178885017426687
24,6,SIPS,-8.608191071345459,3,0.10883567076571204,0.2982392735374522,0.7300831457595696
25,6,MSIPS,-16.36038151985028,3,65.32022670411045,89.17600828590355,4.79049933426355
26,6,MIIPS,-9.280843622886449,3,1.0051166655872252,1.8158802639940217,0.46120969014910235
27,6,MRIPS,-11.435450889141768,3,9.967674008665853,8.889813797183793,0.9178885017426687
28,7,SIPS,-8.945847472918683,3,0.4456349098532106,0.2982392735374522,0.7300831457595696
29,7,MSIPS,-18.685683268476474,3,108.31386473707167,89.17600828590355,4.79049933426355
30,7,MIIPS,-9.499390032420868,3,1.491088819916282,1.8158802639940217,0.46120969014910235
31,7,MRIPS,-12.020183978916807,3,14.001781368913178,8.889813797183793,0.9178885017426687
32,8,SIPS,-10.343345155968198,3,4.264458768173419,0.2982392735374522,0.7300831457595696
33,8,MSIPS,-17.99320011899565,3,94.37950671023368,89.17600828590355,4.79049933426355
34,8,MIIPS,-10.511886957702844,3,4.988961827770278,1.8158802639940217,0.46120969014910235
35,8,MRIPS,-12.926827690732084,3,21.608916103120865,8.889813797183793,0.9178885017426687
36,9,SIPS,-9.125931866168465,3,0.7184991841881825,0.2982392735374522,0.7300831457595696
37,9,MSIPS,-17.855015036358008,3,91.71369011252222,89.17600828590355,4.79049933426355
38,9,MIIPS,-10.5802631673346,3,5.29908711914499,1.8158802639940217,0.46120969014910235
39,9,MRIPS,-11.775346800612986,3,12.22941637824116,8.889813797183793,0.9178885017426687
40,10,SIPS,-9.205045639155317,3,0.8588786943654346,0.2982392735374522,0.7300831457595696
41,10,MSIPS,-16.588064086603552,3,69.05236939759276,89.17600828590355,4.79049933426355
42,10,MIIPS,-9.649467150987212,3,1.8801307440662398,1.8158802639940217,0.46120969014910235
43,10,MRIPS,-10.492768469645249,3,4.903921295553304,8.889813797183793,0.9178885017426687
44,11,SIPS,-9.701509139337524,3,2.0255568337296985,0.2982392735374522,0.7300831457595696
45,11,MSIPS,-21.026763886467585,3,162.52362329537937,89.17600828590355,4.79049933426355
46,11,MIIPS,-10.79785672498087,3,6.348223766805768,1.8158802639940217,0.46120969014910235
47,11,MRIPS,-12.15589987974136,3,15.03586959134135,8.889813797183793,0.9178885017426687
48,12,SIPS,-8.90522339704017,3,0.3930472970659345,0.2982392735374522,0.7300831457595696
49,12,MSIPS,-18.026225489386146,3,95.02227449079439,89.17600828590355,4.79049933426355
50,12,MIIPS,-9.098050489213545,3,0.6720096299649623,1.8158802639940217,0.46120969014910235
51,12,MRIPS,-10.805225533908928,3,6.385410499013002,8.889813797183793,0.9178885017426687
52,13,SIPS,-7.996783294596924,3,0.07924521122958862,0.2982392735374522,0.7300831457595696
53,13,MSIPS,-17.673594133630907,3,88.2717669293705,89.17600828590355,4.79049933426355
54,13,MIIPS,-9.356445814081171,3,1.1624230768606192,1.8158802639940217,0.46120969014910235
55,13,MRIPS,-11.004315608600768,3,7.4312235008853476,8.889813797183793,0.9178885017426687
56,14,SIPS,-8.88769520558561,3,0.3713764666547533,0.2982392735374522,0.7300831457595696
57,14,MSIPS,-17.78865205923184,3,90.44701399630793,89.17600828590355,4.79049933426355
58,14,MIIPS,-9.864593282991187,3,2.516362692329485,1.8158802639940217,0.46120969014910235
59,14,MRIPS,-11.827724452991506,3,12.598495199057504,8.889813797183793,0.9178885017426687
60,15,SIPS,-10.827133626942937,3,6.496611204434936,0.2982392735374522,0.7300831457595696
61,15,MSIPS,-21.403687870639356,3,172.2761072138702,89.17600828590355,4.79049933426355
62,15,MIIPS,-10.770742910046131,3,6.212328715574436,1.8158802639940217,0.46120969014910235
63,15,MRIPS,-13.13774309436274,3,23.614298427124666,8.889813797183793,0.9178885017426687
64,16,SIPS,-10.002145789920752,3,2.971683768868813,0.2982392735374522,0.7300831457595696
65,16,MSIPS,-17.796772184039867,3,90.60153060999464,89.17600828590355,4.79049933426355
66,16,MIIPS,-9.602401552300758,3,1.7532752315258617,1.8158802639940217,0.46120969014910235
67,16,MRIPS,-12.237617940016895,3,15.676289184754735,8.889813797183793,0.9178885017426687
68,17,SIPS,-9.094061293425886,3,0.6654851619325598,0.2982392735374522,0.7300831457595696
69,17,MSIPS,-19.057023547529255,3,116.1811280546825,89.17600828590355,4.79049933426355
70,17,MIIPS,-10.625140664505338,3,5.507714827266181,1.8158802639940217,0.46120969014910235
71,17,MRIPS,-12.629541320910496,3,18.933400639104093,8.889813797183793,0.9178885017426687
72,18,SIPS,-8.547061655236327,3,0.07223897979734299,0.2982392735374522,0.7300831457595696
73,18,MSIPS,-15.78454102137023,3,56.34382609968877,89.17600828590355,4.79049933426355
74,18,MIIPS,-9.388515137629462,3,1.2326030663744276,1.8158802639940217,0.46120969014910235
75,18,MRIPS,-10.583960560018845,3,5.3161233980448985,8.889813797183793,0.9178885017426687
76,19,SIPS,-10.149307733414572,3,3.500712768687063,0.2982392735374522,0.7300831457595696
77,19,MSIPS,-21.37254334204665,3,171.45950844693346,89.17600828590355,4.79049933426355
78,19,MIIPS,-10.831843426208895,3,6.520642483948595,1.8158802639940217,0.46120969014910235
79,19,MRIPS,-12.976165422465096,3,22.070047068622717,8.889813797183793,0.9178885017426687
80,20,SIPS,-7.947580467245493,3,0.10936783883043733,0.2982392735374522,0.7300831457595696
81,20,MSIPS,-15.361937678380258,3,50.17808491335747,89.17600828590355,4.79049933426355
82,20,MIIPS,-8.936002442918287,3,0.432587559306873,1.8158802639940217,0.46120969014910235
83,20,MRIPS,-10.691406620671913,3,5.82313880234402,8.889813797183793,0.9178885017426687
84,21,SIPS,-8.197043913565494,3,0.006600691644930945,0.2982392735374522,0.7300831457595696
85,21,MSIPS,-16.471523377453217,3,67.12909686764799,89.17600828590355,4.79049933426355
86,21,MIIPS,-8.911343793863166,3,0.4007589363629062,1.8158802639940217,0.46120969014910235
87,21,MRIPS,-10.671919489244495,3,5.729469052816001,8.889813797183793,0.9178885017426687
88,22,SIPS,-8.103027498850052,3,0.03071643755063897,0.2982392735374522,0.7300831457595696
89,22,MSIPS,-15.15155692324161,3,47.24181807175958,89.17600828590355,4.79049933426355
90,22,MIIPS,-9.194897024070398,3,0.8401710868903467,1.8158802639940217,0.46120969014910235
91,22,MRIPS,-10.737928980714564,3,6.049831027348121,8.889813797183793,0.9178885017426687
92,23,SIPS,-8.25765226224295,3,0.0004258565490643015,0.2982392735374522,0.7300831457595696
93,23,MSIPS,-15.322064429502335,3,49.61477858035535,89.17600828590355,4.79049933426355
94,23,MIIPS,-8.971203953095921,3,0.48013174991535895,1.8158802639940217,0.46120969014910235
95,23,MRIPS,-10.472561322503498,3,4.814832981364464,8.889813797183793,0.9178885017426687
96,24,SIPS,-9.457346535033619,3,1.3901777219773228,0.2982392735374522,0.7300831457595696
97,24,MSIPS,-16.431804849587238,3,66.47982797783044,89.17600828590355,4.79049933426355
98,24,MIIPS,-10.740017865868948,3,6.060111203533111,1.8158802639940217,0.46120969014910235
99,24,MRIPS,-12.893638333662835,3,21.3014535860434,8.889813797183793,0.9178885017426687
100,25,SIPS,-8.268020051945301,3,0.00010544214021058073,0.2982392735374522,0.7300831457595696
101,25,MSIPS,-14.92421891865654,3,44.168390408133774,89.17600828590355,4.79049933426355
102,25,MIIPS,-9.601922721804296,3,1.7520074094360785,1.8158802639940217,0.46120969014910235
103,25,MRIPS,-11.038011828036833,3,7.616072547711672,8.889813797183793,0.9178885017426687
104,26,SIPS,-9.907370088781724,3,2.6539066460524485,0.2982392735374522,0.7300831457595696
105,26,MSIPS,-19.299238343752425,3,121.46133426205847,89.17600828590355,4.79049933426355
106,26,MIIPS,-10.570098506430968,3,5.252392856775351,1.8158802639940217,0.46120969014910235
107,26,MRIPS,-13.52017851968749,3,27.477410409433176,8.889813797183793,0.9178885017426687
108,27,SIPS,-8.504386917504274,3,0.05112046985241224,0.2982392735374522,0.7300831457595696
109,27,MSIPS,-17.68544885003717,3,88.49466483005831,89.17600828590355,4.79049933426355
110,27,MIIPS,-9.094693447370538,3,0.6665169494611501,1.8158802639940217,0.46120969014910235
111,27,MRIPS,-11.141916981831905,3,8.200367771079806,8.889813797183793,0.9178885017426687
112,28,SIPS,-8.043776642587849,3,0.054995836725801134,0.2982392735374522,0.7300831457595696
113,28,MSIPS,-16.598081112285044,3,69.21894820822568,89.17600828590355,4.79049933426355
114,28,MIIPS,-8.968015659211774,3,0.4757234792767025,1.8158802639940217,0.46120969014910235
115,28,MRIPS,-10.328807919823591,3,4.204629668466721,8.889813797183793,0.9178885017426687
116,29,SIPS,-9.27781034582825,3,0.999043811778571,0.2982392735374522,0.7300831457595696
117,29,MSIPS,-18.412288814438448,3,102.69796127287879,89.17600828590355,4.79049933426355
