,index,estimator,value,x,se,bias,variance
0,0,snSIPS,16.820223294742746,-3.0,0.003976589229899654,0.013390280191187732,0.01672864205635907
1,0,MSIPS,21.30086980191527,-3.0,0.03479195662637586,0.00023093591178819533,0.0175902233117898
2,0,snIIPS,13.267147693907912,-3.0,0.06810940463181715,0.07111284052144481,5.9505841187834205e-05
3,0,MIIPS,13.346358594545428,-3.0,0.06582584925150978,0.0713941814236448,3.206431599078131e-05
4,0,snRIPS,15.116686567881157,-3.0,0.024949024820199117,0.02330734723258588,0.006008803633218488
5,0,MRIPS,17.945696786763804,-3.0,1.3524693320439052e-07,0.008916271338108302,0.0022910878795749513
6,1,snSIPS,16.820223294742746,-3.0,0.003976589229899654,0.013390280191187732,0.01672864205635907
7,1,MSIPS,21.30086980191527,-3.0,0.03479195662637586,0.00023093591178819533,0.0175902233117898
8,1,snIIPS,13.267147693907912,-3.0,0.06810940463181715,0.07111284052144481,5.9505841187834205e-05
9,1,MIIPS,13.346358594545428,-3.0,0.06582584925150978,0.0713941814236448,3.206431599078131e-05
10,1,snRIPS,15.116686567881157,-3.0,0.024949024820199117,0.02330734723258588,0.006008803633218488
11,1,MRIPS,17.945696786763804,-3.0,1.3524693320439052e-07,0.008916271338108302,0.0022910878795749513
12,2,snSIPS,16.820223294742746,-3.0,0.003976589229899654,0.013390280191187732,0.01672864205635907
13,2,MSIPS,21.30086980191527,-3.0,0.03479195662637586,0.00023093591178819533,0.0175902233117898
14,2,snIIPS,13.267147693907912,-3.0,0.06810940463181715,0.07111284052144481,5.9505841187834205e-05
15,2,MIIPS,13.346358594545428,-3.0,0.06582584925150978,0.0713941814236448,3.206431599078131e-05
16,2,snRIPS,15.116686567881157,-3.0,0.024949024820199117,0.02330734723258588,0.006008803633218488
17,2,MRIPS,17.945696786763804,-3.0,1.3524693320439052e-07,0.008916271338108302,0.0022910878795749513
18,3,snSIPS,16.820223294742746,-3.0,0.003976589229899654,0.013390280191187732,0.01672864205635907
19,3,MSIPS,21.30086980191527,-3.0,0.03479195662637586,0.00023093591178819533,0.0175902233117898
20,3,snIIPS,13.267147693907912,-3.0,0.06810940463181715,0.07111284052144481,5.9505841187834205e-05
21,3,MIIPS,13.346358594545428,-3.0,0.06582584925150978,0.0713941814236448,3.206431599078131e-05
22,3,snRIPS,15.116686567881157,-3.0,0.024949024820199117,0.02330734723258588,0.006008803633218488
23,3,MRIPS,17.945696786763804,-3.0,1.3524693320439052e-07,0.008916271338108302,0.0022910878795749513
24,4,snSIPS,16.820223294742746,-3.0,0.003976589229899654,0.013390280191187732,0.01672864205635907
25,4,MSIPS,21.30086980191527,-3.0,0.03479195662637586,0.00023093591178819533,0.0175902233117898
26,4,snIIPS,13.267147693907912,-3.0,0.06810940463181715,0.07111284052144481,5.9505841187834205e-05
27,4,MIIPS,13.346358594545428,-3.0,0.06582584925150978,0.0713941814236448,3.206431599078131e-05
28,4,snRIPS,15.116686567881157,-3.0,0.024949024820199117,0.02330734723258588,0.006008803633218488
29,4,MRIPS,17.945696786763804,-3.0,1.3524693320439052e-07,0.008916271338108302,0.0022910878795749513
30,5,snSIPS,16.820223294742746,-3.0,0.003976589229899654,0.013390280191187732,0.01672864205635907
31,5,MSIPS,21.30086980191527,-3.0,0.03479195662637586,0.00023093591178819533,0.0175902233117898
32,5,snIIPS,13.267147693907912,-3.0,0.06810940463181715,0.07111284052144481,5.9505841187834205e-05
33,5,MIIPS,13.346358594545428,-3.0,0.06582584925150978,0.0713941814236448,3.206431599078131e-05
34,5,snRIPS,15.116686567881157,-3.0,0.024949024820199117,0.02330734723258588,0.006008803633218488
35,5,MRIPS,17.945696786763804,-3.0,1.3524693320439052e-07,0.008916271338108302,0.0022910878795749513
36,6,snSIPS,16.820223294742746,-3.0,0.003976589229899654,0.013390280191187732,0.01672864205635907
37,6,MSIPS,21.30086980191527,-3.0,0.03479195662637586,0.00023093591178819533,0.0175902233117898
38,6,snIIPS,13.267147693907912,-3.0,0.06810940463181715,0.07111284052144481,5.9505841187834205e-05
39,6,MIIPS,13.346358594545428,-3.0,0.06582584925150978,0.0713941814236448,3.206431599078131e-05
40,6,snRIPS,15.116686567881157,-3.0,0.024949024820199117,0.02330734723258588,0.006008803633218488
41,6,MRIPS,17.945696786763804,-3.0,1.3524693320439052e-07,0.008916271338108302,0.0022910878795749513
42,7,snSIPS,16.378632762344978,-3.0,0.007683959456161836,0.013390280191187732,0.01672864205635907
43,7,MSIPS,15.7429596704414,-3.0,0.01514553682963343,0.00023093591178819533,0.0175902233117898
44,7,snIIPS,13.135862623047974,-3.0,0.07197994297204063,0.07111284052144481,5.9505841187834205e-05
45,7,MIIPS,13.100801042990055,-3.0,0.07303172325776625,0.0713941814236448,3.206431599078131e-05
46,7,snRIPS,13.822589766256659,-3.0,0.05291743554286709,0.02330734723258588,0.006008803633218488
47,7,MRIPS,15.725250015239281,-3.0,0.01538931763063757,0.008916271338108302,0.0022910878795749513
48,8,snSIPS,16.378632762344978,-3.0,0.007683959456161836,0.013390280191187732,0.01672864205635907
49,8,MSIPS,15.7429596704414,-3.0,0.01514553682963343,0.00023093591178819533,0.0175902233117898
50,8,snIIPS,13.135862623047974,-3.0,0.07197994297204063,0.07111284052144481,5.9505841187834205e-05
51,8,MIIPS,13.100801042990055,-3.0,0.07303172325776625,0.0713941814236448,3.206431599078131e-05
52,8,snRIPS,13.822589766256659,-3.0,0.05291743554286709,0.02330734723258588,0.006008803633218488
